"employee_id","first_name","last_name","email","department","salary","joining_date","age","monthlybonus","annualbasicpay","annualbonus","tax","deduction","annualfinalpay","netpay","experience","fullname"
860,"Jeffrey","Hunt","jacqueline64@wright.org","Operations","44886.02","2022-12-27",55,"4488.60","538632.24","53863.20",2,"10772.64","527859.60","581722.80",NULL,"Jeffrey Hunt"
867,"Robert","Scott","brittany24@hotmail.com","IT","50483.22","2024-09-07",24,"5048.32","605798.64","60579.84",2,"12115.97","593682.67","654262.51",NULL,"Robert Scott"
869,"Edward","Adams","anthony42@hotmail.com","HR","61869.98","2023-05-20",37,"6187.00","742439.76","74244.00",2,"14848.80","727590.96","801834.96",NULL,"Edward Adams"
873,"Anne","Andrade","dmorales@farmer.net","Marketing","59539.34","2024-04-08",38,"5953.93","714472.08","71447.16",2,"14289.44","700182.64","771629.80",NULL,"Anne Andrade"
987,"Michelle","Koch","nwelch@yahoo.com","Operations","57775.65","2023-01-04",33,"5777.57","693307.80","69330.84",2,"13866.16","679441.64","748772.48",NULL,"Michelle Koch"
989,"Benjamin","Martinez","robersonmason@thomas-ramos.com","Operations","45594.95","2022-08-11",35,"4559.50","547139.40","54714.00",2,"10942.79","536196.61","590910.61",NULL,"Benjamin Martinez"
951,"Lindsay","Jones","laurenlove@gmail.com","Operations","44721.80","2021-08-01",44,"4472.18","536661.60","53666.16",2,"10733.23","525928.37","579594.53",NULL,"Lindsay Jones"
955,"Jonathan","Brewer","thomasdanielle@tucker.com","IT","53942.56","2021-06-04",40,"5394.26","647310.72","64731.12",2,"12946.21","634364.51","699095.63",NULL,"Jonathan Brewer"
959,"Alexandria","Foster","hking@gmail.com","HR","49420.84","2021-12-16",55,"4942.08","593050.08","59304.96",2,"11861.00","581189.08","640494.04",NULL,"Alexandria Foster"
960,"Jason","Noble","terrigarrett@meyers.com","Operations","54151.84","2022-10-24",29,"5415.18","649822.08","64982.16",2,"12996.44","636825.64","701807.80",NULL,"Jason Noble"
961,"Stephen","Frey","brian14@hotmail.com","Finance","57261.68","2023-07-07",32,"5726.17","687140.16","68714.04",2,"13742.80","673397.36","742111.40",NULL,"Stephen Frey"
963,"Roberto","Gutierrez","kennethbrown@williams.com","Finance","56078.16","2024-09-26",43,"5607.82","672937.92","67293.84",2,"13458.76","659479.16","726773.00",NULL,"Roberto Gutierrez"
127,"Michelle","Underwood","jamesjohnson@williams.com","Operations","95090.64","2024-06-24",48,"9509.06","1141087.68","114108.72",5,"57054.38","1084033.30","1198142.02",NULL,"Michelle Underwood"
128,"Kelly","Riley","gary82@evans.com","IT","95520.11","2020-07-01",32,"9552.01","1146241.32","114624.12",5,"57312.07","1088929.25","1203553.37",NULL,"Kelly Riley"
702,"Daniel","Oconnor","garciamichelle@hotmail.com","IT","75259.22","2020-08-15",44,"7525.92","903110.64","90311.04",5,"45155.53","857955.11","948266.15",NULL,"Daniel Oconnor"
703,"Connor","Lucas","mhebert@gmail.com","Finance","73622.50","2024-01-07",53,"7362.25","883470.00","88347.00",5,"44173.50","839296.50","927643.50",NULL,"Connor Lucas"
704,"Tyler","Thompson","wwhite@hotmail.com","IT","94686.42","2023-09-21",32,"9468.64","1136237.04","113623.68",5,"56811.85","1079425.19","1193048.87",NULL,"Tyler Thompson"
248,"Patrick","Suarez","rochajustin@dyer.com","Operations","59901.89","2021-11-29",55,"5990.19","718822.68","71882.28",2,"14376.45","704446.23","776328.51",NULL,"Patrick Suarez"
249,"Lisa","Hodges","brownjames@yahoo.com","IT","52268.68","2021-04-21",60,"5226.87","627224.16","62722.44",2,"12544.48","614679.68","677402.12",NULL,"Lisa Hodges"
705,"Joyce","Odom","gentrymelissa@diaz-jenkins.com","Finance","85967.68","2024-04-24",24,"8596.77","1031612.16","103161.24",5,"51580.61","980031.55","1083192.79",NULL,"Joyce Odom"
706,"Pamela","Smith","tcarrillo@wright.com","HR","79761.48","2023-02-13",49,"7976.15","957137.76","95713.80",5,"47856.89","909280.87","1004994.67",NULL,"Pamela Smith"
251,"Brian","Wright","robert99@yahoo.com","Finance","54407.75","2020-01-05",50,"5440.78","652893.00","65289.36",2,"13057.86","639835.14","705124.50",NULL,"Brian Wright"
252,"Melissa","Becker","xmoses@sanchez-lewis.com","Operations","55648.63","2023-01-05",29,"5564.86","667783.56","66778.32",2,"13355.67","654427.89","721206.21",NULL,"Melissa Becker"
254,"Colleen","Ward","brianhill@gmail.com","HR","46930.43","2021-11-02",37,"4693.04","563165.16","56316.48",2,"11263.30","551901.86","608218.34",NULL,"Colleen Ward"
708,"John","Bennett","stephanie49@jackson-cook.com","HR","81386.60","2024-03-13",33,"8138.66","976639.20","97663.92",5,"48831.96","927807.24","1025471.16",NULL,"John Bennett"
257,"Jonathon","Kelly","kingjoshua@hotmail.com","HR","65750.30","2021-08-05",32,"6575.03","789003.60","78900.36",2,"15780.07","773223.53","852123.89",NULL,"Jonathon Kelly"
259,"Jodi","Oneill","shawraymond@adams-ochoa.com","HR","55058.86","2021-12-31",33,"5505.89","660706.32","66070.68",2,"13214.13","647492.19","713562.87",NULL,"Jodi Oneill"
709,"Eric","Bennett","benjamin11@brown.com","IT","87258.95","2020-07-05",31,"8725.90","1047107.40","104710.80",5,"52355.37","994752.03","1099462.83",NULL,"Eric Bennett"
954,"Carmen","Webb","ruizyvonne@hotmail.com","Finance","69940.18","2024-09-08",46,"6994.02","839282.16","83928.24",5,"41964.11","797318.05","881246.29",NULL,"Carmen Webb"
203,"Bradley","Bean","john12@gmail.com","HR","47389.50","2024-04-22",46,"4738.95","568674.00","56867.40",2,"11373.48","557300.52","614167.92",NULL,"Bradley Bean"
738,"Michele","Doyle","jessica78@yahoo.com","IT","70852.10","2023-10-30",31,"7085.21","850225.20","85022.52",5,"42511.26","807713.94","892736.46",NULL,"Michele Doyle"
665,"Juan","Norton","dbeck@hotmail.com","IT","94725.44","2022-05-24",51,"9472.54","1136705.28","113670.48",5,"56835.26","1079870.02","1193540.50",NULL,"Juan Norton"
739,"Julie","Burke","leslie70@holden-delacruz.com","IT","92467.83","2022-11-06",35,"9246.78","1109613.96","110961.36",5,"55480.70","1054133.26","1165094.62",NULL,"Julie Burke"
740,"Randall","Garcia","agiles@hotmail.com","HR","67728.42","2023-04-19",34,"6772.84","812741.04","81274.08",5,"40637.05","772103.99","853378.07",NULL,"Randall Garcia"
744,"Brian","Mcclure","weekshannah@hart-murphy.com","IT","76542.09","2020-12-05",50,"7654.21","918505.08","91850.52",5,"45925.25","872579.83","964430.35",NULL,"Brian Mcclure"
746,"Brittany","Warren","lindsey57@gray.info","IT","95509.49","2022-12-07",54,"9550.95","1146113.88","114611.40",5,"57305.69","1088808.19","1203419.59",NULL,"Brittany Warren"
751,"Christopher","Rodriguez","beckwesley@bennett-brown.com","Finance","83571.55","2022-05-10",39,"8357.16","1002858.60","100285.92",5,"50142.93","952715.67","1053001.59",NULL,"Christopher Rodriguez"
753,"Lisa","Garcia","traceychavez@wilson.net","HR","83345.27","2021-02-09",41,"8334.53","1000143.24","100014.36",5,"50007.16","950136.08","1050150.44",NULL,"Lisa Garcia"
757,"Jimmy","Gibson","mcphersontimothy@gmail.com","Operations","90850.73","2024-03-27",42,"9085.07","1090208.76","109020.84",5,"54510.44","1035698.32","1144719.16",NULL,"Jimmy Gibson"
516,"Heather","Mills","spencer82@hotmail.com","Finance","84551.53","2020-12-03",44,"8455.15","1014618.36","101461.80",5,"50730.92","963887.44","1065349.24",NULL,"Heather Mills"
517,"Angela","Gibson","hsalas@yahoo.com","HR","89505.61","2021-02-01",26,"8950.56","1074067.32","107406.72",5,"53703.37","1020363.95","1127770.67",NULL,"Angela Gibson"
520,"Debra","Reilly","danny92@hotmail.com","Marketing","70260.17","2022-07-16",43,"7026.02","843122.04","84312.24",5,"42156.10","800965.94","885278.18",NULL,"Debra Reilly"
521,"Brian","Strickland","ochoataylor@gmail.com","IT","83685.71","2020-06-17",34,"8368.57","1004228.52","100422.84",5,"50211.43","954017.09","1054439.93",NULL,"Brian Strickland"
523,"Brian","Taylor","qsnyder@yahoo.com","HR","95721.03","2023-06-07",22,"9572.10","1148652.36","114865.20",5,"57432.62","1091219.74","1206084.94",NULL,"Brian Taylor"
529,"Danny","Beck","oreyes@harris.com","Marketing","96881.22","2023-05-18",27,"9688.12","1162574.64","116257.44",5,"58128.73","1104445.91","1220703.35",NULL,"Danny Beck"
386,"Ashley","Peterson","yerickson@guerrero.com","IT","30102.76","2022-10-18",49,"3010.28","361233.12","36123.36",7,"25286.32","335946.80","372070.16",NULL,"Ashley Peterson"
387,"Billy","Gibson","daguilar@gmail.com","IT","35288.85","2023-04-16",58,"3528.89","423466.20","42346.68",7,"29642.63","393823.57","436170.25",NULL,"Billy Gibson"
392,"Thomas","Harris","tonya38@patterson-thompson.com","IT","38518.89","2024-10-01",53,"3851.89","462226.68","46222.68",7,"32355.87","429870.81","476093.49",NULL,"Thomas Harris"
401,"Jeffrey","Robertson","andrewsjeffrey@mitchell.net","Operations","34103.02","2024-01-22",27,"3410.30","409236.24","40923.60",7,"28646.54","380589.70","421513.30",NULL,"Jeffrey Robertson"
403,"Brianna","Morgan","pkelly@sanders-anderson.org","Operations","32507.18","2023-08-06",59,"3250.72","390086.16","39008.64",7,"27306.03","362780.13","401788.77",NULL,"Brianna Morgan"
147,"Laura","Marquez","susan52@hotmail.com","HR","78043.71","2023-11-07",56,"7804.37","936524.52","93652.44",5,"46826.23","889698.29","983350.73",NULL,"Laura Marquez"
151,"Collin","Meyers","wesleyreyes@hudson.com","Marketing","92177.09","2022-06-14",23,"9217.71","1106125.08","110612.52",5,"55306.25","1050818.83","1161431.35",NULL,"Collin Meyers"
154,"Miranda","Brown","walkermichelle@herrera.org","Finance","75145.77","2021-12-08",57,"7514.58","901749.24","90174.96",5,"45087.46","856661.78","946836.74",NULL,"Miranda Brown"
158,"Michelle","Hicks","ashleyschwartz@perez.com","Finance","90610.91","2021-06-03",56,"9061.09","1087330.92","108733.08",5,"54366.55","1032964.37","1141697.45",NULL,"Michelle Hicks"
159,"Sharon","Washington","wfranklin@hotmail.com","HR","73190.60","2023-04-04",23,"7319.06","878287.20","87828.72",5,"43914.36","834372.84","922201.56",NULL,"Sharon Washington"
160,"Melissa","Cline","amanda20@walker.com","Finance","96859.20","2021-11-25",24,"9685.92","1162310.40","116231.04",5,"58115.52","1104194.88","1220425.92",NULL,"Melissa Cline"
530,"Kevin","Smith","bushheather@simmons.com","Operations","76204.50","2023-09-02",51,"7620.45","914454.00","91445.40",5,"45722.70","868731.30","960176.70",NULL,"Kevin Smith"
531,"David","Washington","laura02@gmail.com","IT","96016.86","2021-08-29",56,"9601.69","1152202.32","115220.28",5,"57610.12","1094592.20","1209812.48",NULL,"David Washington"
532,"Courtney","Lawson","blakemoore@gmail.com","Finance","80647.04","2019-12-07",25,"8064.70","967764.48","96776.40",5,"48388.22","919376.26","1016152.66",NULL,"Courtney Lawson"
535,"Gina","Walton","vclark@gmail.com","IT","91418.92","2021-07-06",29,"9141.89","1097027.04","109702.68",5,"54851.35","1042175.69","1151878.37",NULL,"Gina Walton"
537,"John","Palmer","danielgraham@yahoo.com","IT","98697.55","2020-05-24",34,"9869.76","1184370.60","118437.12",5,"59218.53","1125152.07","1243589.19",NULL,"John Palmer"
538,"Teresa","Lee","mitchell01@yahoo.com","Finance","99901.22","2024-06-24",25,"9990.12","1198814.64","119881.44",5,"59940.73","1138873.91","1258755.35",NULL,"Teresa Lee"
540,"Heather","Allen","joshuajackson@sexton.com","Operations","73967.56","2024-04-17",47,"7396.76","887610.72","88761.12",5,"44380.54","843230.18","931991.30",NULL,"Heather Allen"
544,"Joshua","Henderson","ernest95@gmail.com","Marketing","89917.06","2021-06-09",55,"8991.71","1079004.72","107900.52",5,"53950.24","1025054.48","1132955.00",NULL,"Joshua Henderson"
550,"Christine","Murphy","greenfrank@jackson.info","Finance","74669.79","2021-03-31",45,"7466.98","896037.48","89603.76",5,"44801.87","851235.61","940839.37",NULL,"Christine Murphy"
554,"Mary","Roberts","dana31@freeman-wilson.biz","IT","77312.70","2020-05-21",38,"7731.27","927752.40","92775.24",5,"46387.62","881364.78","974140.02",NULL,"Mary Roberts"
555,"Sharon","Flores","aaronmeza@gmail.com","IT","78550.15","2023-11-17",47,"7855.02","942601.80","94260.24",5,"47130.09","895471.71","989731.95",NULL,"Sharon Flores"
556,"Elijah","Logan","james68@yahoo.com","Finance","90439.19","2024-07-15",23,"9043.92","1085270.28","108527.04",5,"54263.51","1031006.77","1139533.81",NULL,"Elijah Logan"
560,"Larry","Fry","seanmcdonald@alexander-moss.info","Operations","74237.32","2022-09-22",54,"7423.73","890847.84","89084.76",5,"44542.39","846305.45","935390.21",NULL,"Larry Fry"
564,"Colton","Jones","stephenwright@hamilton.net","Marketing","71534.86","2021-11-09",46,"7153.49","858418.32","85841.88",5,"42920.92","815497.40","901339.28",NULL,"Colton Jones"
565,"Sheila","Hood","jeffery76@clarke.org","Marketing","80821.37","2024-01-15",42,"8082.14","969856.44","96985.68",5,"48492.82","921363.62","1018349.30",NULL,"Sheila Hood"
761,"Danny","Lin","nicholscarol@garrett-harrell.com","Operations","73773.58","2022-09-17",54,"7377.36","885282.96","88528.32",5,"44264.15","841018.81","929547.13",NULL,"Danny Lin"
762,"Daniel","Bailey","waltonjoseph@gmail.com","Marketing","86601.18","2024-10-27",36,"8660.12","1039214.16","103921.44",5,"51960.71","987253.45","1091174.89",NULL,"Daniel Bailey"
261,"Alan","Diaz","patricia73@david.com","IT","49346.43","2023-03-18",56,"4934.64","592157.16","59215.68",2,"11843.14","580314.02","639529.70",NULL,"Alan Diaz"
763,"Christopher","Clarke","michellerodriguez@hotmail.com","Operations","96631.59","2024-05-17",48,"9663.16","1159579.08","115957.92",5,"57978.95","1101600.13","1217558.05",NULL,"Christopher Clarke"
765,"Nathan","Fitzgerald","tracygarrett@campbell.biz","Operations","82885.91","2021-07-26",46,"8288.59","994630.92","99463.08",5,"49731.55","944899.37","1044362.45",NULL,"Nathan Fitzgerald"
